CS Number,Application Track,Country,Program,Korean Language Institution,University,Department,Scholarship Status,alpha2_country,alpha2_cotinent,point,latitude,longitude,one,country_sum,proportion
CS01220685,Embassy,Uzbekistan,Master,Exempt,Hankuk University Of Foreign Studies,Korean language and literature,,UZ,AS,"(41.32373, 63.9528098, 0.0)",41.32373,63.9528098,1,47,0.039396479
CS01220686,Embassy,Uzbekistan,Master,Exempt,Korea University,Media & communication,,UZ,AS,"(41.32373, 63.9528098, 0.0)",41.32373,63.9528098,1,47,0.039396479
CS01220687,Embassy,Uzbekistan,Master,Exempt,Chung-Ang University,Global mba,Scholarship deffered(6 months),UZ,AS,"(41.32373, 63.9528098, 0.0)",41.32373,63.9528098,1,47,0.039396479
CS01220688,Embassy,Uzbekistan,Doctoral,Exempt,Kyung Hee University,Korean language & literature,,UZ,AS,"(41.32373, 63.9528098, 0.0)",41.32373,63.9528098,1,47,0.039396479
CS01220689,Embassy,Uzbekistan,Master,Dongseo University,Dongguk University,Korean language & literature,,UZ,AS,"(41.32373, 63.9528098, 0.0)",41.32373,63.9528098,1,47,0.039396479
CS01220690,Embassy,Uzbekistan,Master,Keimyung University,Kyung Hee University,Korean language & literature,,UZ,AS,"(41.32373, 63.9528098, 0.0)",41.32373,63.9528098,1,47,0.039396479
CS01220691,Embassy,Uzbekistan,Master,Konyang University,Hankuk University Of Foreign Studies,English linguistics,Conditionalsuccessful candidate,UZ,AS,"(41.32373, 63.9528098, 0.0)",41.32373,63.9528098,1,47,0.039396479
CS01220692,Embassy,Uzbekistan,Master,Sunchon National University,Kookmin University,Korean language and literature,Conditionalsuccessful candidate,UZ,AS,"(41.32373, 63.9528098, 0.0)",41.32373,63.9528098,1,47,0.039396479
CS01220693,Embassy,Uzbekistan,Master,Daegu University,Hankuk University Of Foreign Studies,English literature,,UZ,AS,"(41.32373, 63.9528098, 0.0)",41.32373,63.9528098,1,47,0.039396479
CS01220694,Embassy,Vietnam,Master,Exempt,Kyung Hee University,Korean language & literature,,VN,AS,"(15.9266657, 107.9650855, 0.0)",15.9266657,107.9650855,1,65,0.054484493
CS01220695,Embassy,Vietnam,Master,Exempt,Korea University,Political science and internatioinal relations,,VN,AS,"(15.9266657, 107.9650855, 0.0)",15.9266657,107.9650855,1,65,0.054484493
CS01220696,Embassy,Vietnam,Master,Exempt,Yonsei University,Business administration,,VN,AS,"(15.9266657, 107.9650855, 0.0)",15.9266657,107.9650855,1,65,0.054484493
CS01220697,Embassy,Vietnam,Master,Konyang University,Yonsei University,Global studies,,VN,AS,"(15.9266657, 107.9650855, 0.0)",15.9266657,107.9650855,1,65,0.054484493
CS01220698,Embassy,Vietnam,Master,Keimyung University,Dongguk University,Dongguk global mba,,VN,AS,"(15.9266657, 107.9650855, 0.0)",15.9266657,107.9650855,1,65,0.054484493
CS01220699,Embassy,Vietnam,Master,Sunchon National University,Yonsei University,Global studies,Conditionalsuccessful candidate,VN,AS,"(15.9266657, 107.9650855, 0.0)",15.9266657,107.9650855,1,65,0.054484493
CS01220700,Embassy,Vietnam,Master,Jeju National University,Chung-Ang University,International trade and logistics,,VN,AS,"(15.9266657, 107.9650855, 0.0)",15.9266657,107.9650855,1,65,0.054484493
CS01220701,Embassy,Vietnam,Master,Sunchon National University,Hankuk University Of Foreign Studies,Korean language and literature,Conditionalsuccessful candidate,VN,AS,"(15.9266657, 107.9650855, 0.0)",15.9266657,107.9650855,1,65,0.054484493
CS01220702,Embassy,Vietnam,Master,Chungnam Univeristy,Sungkyunkwan University,Skk gsb full-time mba,,VN,AS,"(15.9266657, 107.9650855, 0.0)",15.9266657,107.9650855,1,65,0.054484493
CS01220703,Embassy,Vietnam,Master,Sunchon National University,Yonsei University,Global studies,,VN,AS,"(15.9266657, 107.9650855, 0.0)",15.9266657,107.9650855,1,65,0.054484493
CS01220704,Embassy,Vietnam,Master,Exempt,Hankuk University Of Foreign Studies,Kflt,,VN,AS,"(15.9266657, 107.9650855, 0.0)",15.9266657,107.9650855,1,65,0.054484493
CS01220705,Embassy,Vietnam,Master,Daejon University,Pusan National University,Dept. of business administration(om),Conditionalsuccessful candidate,VN,AS,"(15.9266657, 107.9650855, 0.0)",15.9266657,107.9650855,1,65,0.054484493
CS01220706,Embassy,Vietnam,Master,Exempt,Yonsei University,Global studies,,VN,AS,"(15.9266657, 107.9650855, 0.0)",15.9266657,107.9650855,1,65,0.054484493
CS01220707,Embassy,Vietnam,Doctoral,Exempt,Keimyung University,Teaching korean as a foreign language,Scholarship deffered(6 months),VN,AS,"(15.9266657, 107.9650855, 0.0)",15.9266657,107.9650855,1,65,0.054484493
CS01220708,Embassy,Vietnam,Master,Exempt,Hankuk University Of Foreign Studies,Korean language and literature,,VN,AS,"(15.9266657, 107.9650855, 0.0)",15.9266657,107.9650855,1,65,0.054484493
CS01220709,Embassy,Vietnam,Master,Exempt,Seoul National University,Korean language and literature(modern koreanliterature),,VN,AS,"(15.9266657, 107.9650855, 0.0)",15.9266657,107.9650855,1,65,0.054484493
CS01220710,Embassy,Vietnam,Master,Exempt,Chung-Ang University,International trade and logistics,Scholarship deffered(6 months),VN,AS,"(15.9266657, 107.9650855, 0.0)",15.9266657,107.9650855,1,65,0.054484493
CS01220711,Embassy,Vietnam,Master,Konyang University,Chung-Ang University,Psychology,,VN,AS,"(15.9266657, 107.9650855, 0.0)",15.9266657,107.9650855,1,65,0.054484493
CS01220712,Embassy,Vietnam,Master,Konyang University,Sungkyunkwan University,Skk gsb full-time mba,Conditionalsuccessful candidate,VN,AS,"(15.9266657, 107.9650855, 0.0)",15.9266657,107.9650855,1,65,0.054484493
CS01220713,Embassy,Vietnam,Master,Duksung Women'S University,Sun Moon University,International relations,,VN,AS,"(15.9266657, 107.9650855, 0.0)",15.9266657,107.9650855,1,65,0.054484493
CS01220714,Embassy,Vietnam,Master,Exempt,Busan University Of Foreign Studies,Korean language education,,VN,AS,"(15.9266657, 107.9650855, 0.0)",15.9266657,107.9650855,1,65,0.054484493
CS01220715,Embassy,Vietnam,Master,Keimyung University,Chung-Ang University,Social welfare,,VN,AS,"(15.9266657, 107.9650855, 0.0)",15.9266657,107.9650855,1,65,0.054484493
CS01220716,Embassy,Vietnam,Master,Exempt,Kyung Hee University,Korean language & literature,,VN,AS,"(15.9266657, 107.9650855, 0.0)",15.9266657,107.9650855,1,65,0.054484493
CS01220717,Embassy,Vietnam,Master,Jeju National University,Chung-Ang University,Global mba,,VN,AS,"(15.9266657, 107.9650855, 0.0)",15.9266657,107.9650855,1,65,0.054484493
CS01220718,Embassy,Vietnam,Master,Konyang University,Hankuk University Of Foreign Studies,Linguistics and cognitive science,,VN,AS,"(15.9266657, 107.9650855, 0.0)",15.9266657,107.9650855,1,65,0.054484493
CS01220719,Embassy,Vietnam,Master,Dongseo University,Yonsei University,Nursing,,VN,AS,"(15.9266657, 107.9650855, 0.0)",15.9266657,107.9650855,1,65,0.054484493
CS01220720,Embassy,Vietnam,Doctoral,Daegu University,Hankuk University Of Foreign Studies,International studies,,VN,AS,"(15.9266657, 107.9650855, 0.0)",15.9266657,107.9650855,1,65,0.054484493
CS01220721,Embassy,Vietnam,Master,Daegu University,Seoul National University Of Scienceand Technology,Computer science and engineering,,VN,AS,"(15.9266657, 107.9650855, 0.0)",15.9266657,107.9650855,1,65,0.054484493
CS01220722,Embassy,Vietnam,Master,Chejuhalla University,Yonsei University,Global studies,,VN,AS,"(15.9266657, 107.9650855, 0.0)",15.9266657,107.9650855,1,65,0.054484493
CS01220723,Embassy,Zimbabwe,Master,Dongseo University,Korea University,Artificial intelligence,,ZW,AF,"(-18.4554963, 29.7468414, 0.0)",-18.4554963,29.7468414,1,2,0.001676446
CS01220724,University,Algeria,Doctoral,Jeju National University,Seoul National University Of Scienceand Technology,Department of environmental engineering,,DZ,AF,"(28.0000272, 2.9999825, 0.0)",28.0000272,2.9999825,1,4,0.003352892
CS01220725,University,Algeria,Doctoral,Duksung Women'S University,Unist(Ulsan National Institute Ofscience And Technology),Biological science,,DZ,AF,"(28.0000272, 2.9999825, 0.0)",28.0000272,2.9999825,1,4,0.003352892
CS01220726,University,Armenia,Master,Jeju National University,Keimyung University,Teaching korean as a foreign language,Conditionalsuccessful candidate,AM,AS,"(40.7696272, 44.6736646, 0.0)",40.7696272,44.6736646,1,3,0.002514669
CS01220727,University,Azerbaijan,Master,Exempt,Kangwon National University,Business administration,Scholarship deffered(6 months),AZ,AS,"(40.3936294, 47.7872508, 0.0)",40.3936294,47.7872508,1,19,0.015926236
CS01220728,University,Azerbaijan,Master,Exempt,Konkuk University,Korean language & literature,,AZ,AS,"(40.3936294, 47.7872508, 0.0)",40.3936294,47.7872508,1,19,0.015926236
CS01220729,University,Azerbaijan,Master,Exempt,Keimyung University,Korean language and literature,Scholarship deffered(6 months),AZ,AS,"(40.3936294, 47.7872508, 0.0)",40.3936294,47.7872508,1,19,0.015926236
CS01220730,University,Azerbaijan,Master,Exempt,Pukyong National University,Business administration,,AZ,AS,"(40.3936294, 47.7872508, 0.0)",40.3936294,47.7872508,1,19,0.015926236
CS01220731,University,Azerbaijan,Master,Exempt,Seoul National University,Foreign language education(english languagemajor),,AZ,AS,"(40.3936294, 47.7872508, 0.0)",40.3936294,47.7872508,1,19,0.015926236
CS01220732,University,Azerbaijan,Master,Exempt,Seoul National University,Korean language education(korean as a foreignlanguage education major),Scholarship deffered(6 months),AZ,AS,"(40.3936294, 47.7872508, 0.0)",40.3936294,47.7872508,1,19,0.015926236
CS01220733,University,Azerbaijan,Master,Exempt,Chung-Ang University,Northeast asia studies,Scholarship deffered(6 months),AZ,AS,"(40.3936294, 47.7872508, 0.0)",40.3936294,47.7872508,1,19,0.015926236
CS01220734,University,Azerbaijan,Doctoral,Keimyung University,Chonnam National University,Department of biomedical engineering,Conditionalsuccessful candidate,AZ,AS,"(40.3936294, 47.7872508, 0.0)",40.3936294,47.7872508,1,19,0.015926236
CS01220735,University,Azerbaijan,Master,Busan University Of Foreignstudies,Jeju National University,Business administration,,AZ,AS,"(40.3936294, 47.7872508, 0.0)",40.3936294,47.7872508,1,19,0.015926236
CS01220736,University,Bangladesh,Doctoral,Chonnam National University,Kangwon National University,Medicine,,BD,AS,"(24.4769288, 90.2934413, 0.0)",24.4769288,90.2934413,1,20,0.016764459
CS01220737,University,Bangladesh,Doctoral,Sunchon National University,Keimyung University,Management information systems,,BD,AS,"(24.4769288, 90.2934413, 0.0)",24.4769288,90.2934413,1,20,0.016764459
CS01220738,University,Bangladesh,Doctoral,Jeju National University,Keimyung University,Business administration,,BD,AS,"(24.4769288, 90.2934413, 0.0)",24.4769288,90.2934413,1,20,0.016764459
CS01220739,University,Bangladesh,Doctoral,Seokyeong University,Sunchon National University,Agricultural education,,BD,AS,"(24.4769288, 90.2934413, 0.0)",24.4769288,90.2934413,1,20,0.016764459
CS01220740,University,Bangladesh,Doctoral,Duksung Women'S University,Chonnam National University,Geography,,BD,AS,"(24.4769288, 90.2934413, 0.0)",24.4769288,90.2934413,1,20,0.016764459
CS01220741,University,Bangladesh,Doctoral,Duksung Women'S University,Kyungpook National University,Applied biosciences(major in plant biosciences),,BD,AS,"(24.4769288, 90.2934413, 0.0)",24.4769288,90.2934413,1,20,0.016764459
CS01220742,University,Bangladesh,Doctoral,Chungnam Univeristy,Pusan National University,Department of manufacturingpharmacy(manufacturing pharmacy),,BD,AS,"(24.4769288, 90.2934413, 0.0)",24.4769288,90.2934413,1,20,0.016764459
CS01220743,University,Bangladesh,Doctoral,Kangwon National University,Sunchon National University,Animal science and technology,,BD,AS,"(24.4769288, 90.2934413, 0.0)",24.4769288,90.2934413,1,20,0.016764459
CS01220744,University,Bangladesh,Doctoral,Daegu University,Sunchon National University,Animal science and technology,,BD,AS,"(24.4769288, 90.2934413, 0.0)",24.4769288,90.2934413,1,20,0.016764459
CS01220745,University,Belarus,Doctoral,Exempt,Hankuk University Of Foreign Studies,Kflt(korean as a foreign language&translation),Scholarship deffered(6 months),BY,EU,"(53.4250605, 27.6971358, 0.0)",53.4250605,27.6971358,1,4,0.003352892
CS01220746,University,Belarus,Master,Chejuhalla University,Chungnam National University,Pharmacy,,BY,EU,"(53.4250605, 27.6971358, 0.0)",53.4250605,27.6971358,1,4,0.003352892
CS01220747,University,Brazil,Master,Konyang University,Keimyung University,Management information systems,,BR,SA,"(-10.3333333, -53.2, 0.0)",-10.3333333,-53.2,1,13,0.010896899
CS01220748,University,Brazil,Master,Konyang University,Korea University,Law,,BR,SA,"(-10.3333333, -53.2, 0.0)",-10.3333333,-53.2,1,13,0.010896899
CS01220749,University,Brazil,Master,Kangwon National University,Sogang University,International relations,Conditionalsuccessful candidate,BR,SA,"(-10.3333333, -53.2, 0.0)",-10.3333333,-53.2,1,13,0.010896899
CS01220750,University,Brazil,Master,Daegu University,Ewha Womans University,International studies,,BR,SA,"(-10.3333333, -53.2, 0.0)",-10.3333333,-53.2,1,13,0.010896899
CS01220751,University,Brazil,Master,Chungnam Univeristy,Hankuk University Of Foreign Studies,International studies,,BR,SA,"(-10.3333333, -53.2, 0.0)",-10.3333333,-53.2,1,13,0.010896899
CS01220752,University,Brazil,Doctoral,Busan University Of Foreignstudies,Kangwon National University,Animal resource science,,BR,SA,"(-10.3333333, -53.2, 0.0)",-10.3333333,-53.2,1,13,0.010896899
CS01220753,University,Brazil,Doctoral,Chejuhalla University,Chungbuk National University,Veterinary medicine,,BR,SA,"(-10.3333333, -53.2, 0.0)",-10.3333333,-53.2,1,13,0.010896899
CS01220754,University,Bulgaria,Doctoral,Kangwon National University,Kookmin University,Performing arts and multimedia,Conditionalsuccessful candidate,BG,EU,"(42.6073975, 25.4856617, 0.0)",42.6073975,25.4856617,1,6,0.005029338
CS01220755,University,Cambodia,Master,Chonnam National University,Kdi School Of Public Policy Andmanagement,Master of public policy,,KH,AS,"(12.5433216, 104.8144914, 0.0)",12.5433216,104.8144914,1,42,0.035205365
CS01220756,University,Cambodia,Master,Dongseo University,Kangwon National University,International trade,,KH,AS,"(12.5433216, 104.8144914, 0.0)",12.5433216,104.8144914,1,42,0.035205365
CS01220757,University,Cambodia,Master,Chungnam Univeristy,Daegu University,Early childhood education,,KH,AS,"(12.5433216, 104.8144914, 0.0)",12.5433216,104.8144914,1,42,0.035205365
CS01220758,University,Cambodia,Master,Daejon University,Duksung Women'S University,Food and nutrition,,KH,AS,"(12.5433216, 104.8144914, 0.0)",12.5433216,104.8144914,1,42,0.035205365
CS01220759,University,Cambodia,Master,Sunmoon University,Duksung Women'S University,Food and nutrition,,KH,AS,"(12.5433216, 104.8144914, 0.0)",12.5433216,104.8144914,1,42,0.035205365
CS01220760,University,Cambodia,Master,Konyang University,Dongguk University,Dongguk global mba,,KH,AS,"(12.5433216, 104.8144914, 0.0)",12.5433216,104.8144914,1,42,0.035205365
CS01220761,University,Cambodia,Master,Konyang University,Dong-A University,English langauge & literature,Conditionalsuccessful candidate,KH,AS,"(12.5433216, 104.8144914, 0.0)",12.5433216,104.8144914,1,42,0.035205365
CS01220762,University,Cambodia,Master,Chonnam National University,Pukyong National University,Management of technology,,KH,AS,"(12.5433216, 104.8144914, 0.0)",12.5433216,104.8144914,1,42,0.035205365
CS01220763,University,Cambodia,Master,Seokyeong University,Pukyong National University,Artificial intelligence convergence,,KH,AS,"(12.5433216, 104.8144914, 0.0)",12.5433216,104.8144914,1,42,0.035205365
CS01220764,University,Cambodia,Master,Sunmoon University,Busan University Of Foreign Studies,Korean language education,,KH,AS,"(12.5433216, 104.8144914, 0.0)",12.5433216,104.8144914,1,42,0.035205365
CS01220765,University,Cambodia,Master,Daegu University,Ajou University,International business,,KH,AS,"(12.5433216, 104.8144914, 0.0)",12.5433216,104.8144914,1,42,0.035205365
CS01220766,University,Cambodia,Master,Sunchon National University,Yonsei University,Global studies,,KH,AS,"(12.5433216, 104.8144914, 0.0)",12.5433216,104.8144914,1,42,0.035205365
CS01220767,University,Cambodia,Master,Konyang University,Yeungnam University,International economics and business,,KH,AS,"(12.5433216, 104.8144914, 0.0)",12.5433216,104.8144914,1,42,0.035205365
CS01220768,University,Cambodia,Master,Duksung Women'S University,Unist(Ulsan National Institute Ofscience And Technology),Artificial intelligence,,KH,AS,"(12.5433216, 104.8144914, 0.0)",12.5433216,104.8144914,1,42,0.035205365
CS01220769,University,Cambodia,Master,Chejuhalla University,Chonnam National University,Global mba,,KH,AS,"(12.5433216, 104.8144914, 0.0)",12.5433216,104.8144914,1,42,0.035205365
CS01220770,University,Cambodia,Doctoral,Sunmoon University,Jeonbuk National University,Agricultural economics,,KH,AS,"(12.5433216, 104.8144914, 0.0)",12.5433216,104.8144914,1,42,0.035205365
CS01220771,University,Cambodia,Master,Duksung Women'S University,Jeonbuk National University,English language and literature,,KH,AS,"(12.5433216, 104.8144914, 0.0)",12.5433216,104.8144914,1,42,0.035205365
CS01220772,University,Cambodia,Master,Daegu University,Chungnam National University,Electrical engineering,Conditionalsuccessful candidate,KH,AS,"(12.5433216, 104.8144914, 0.0)",12.5433216,104.8144914,1,42,0.035205365
CS01220773,University,Cambodia,Master,Pai Chai University,Kyungpook National University,"Architectural, civil, environmental & energyengineering(major in civil engineering)",,KH,AS,"(12.5433216, 104.8144914, 0.0)",12.5433216,104.8144914,1,42,0.035205365
CS01220774,University,Cambodia,Master,Daejon University,Gyeongsang National University,Mechatronics engineering,Conditionalsuccessful candidate,KH,AS,"(12.5433216, 104.8144914, 0.0)",12.5433216,104.8144914,1,42,0.035205365
